time,Area 1,Area 2,Area 3,Area 4,Area 5,Area 6,Area 4,Area 5,Area 6
492,0,1,1,0,0,0,0,0,0
493,0,1,1,0,0,0,0,0,0
494,0,1,1,0,0,0,0,0,0
495,0,1,1,0,0,0,0,0,0
496,0,1,1,0,0,0,0,0,0
497,0,1,1,0,0,0,0,0,0
498,0,1,1,0,0,0,0,0,0
499,0,1,1,0,0,0,0,0,0
500,0,1,1,0,0,0,0,0,0
501,0,1,1,0,0,0,0,0,0
502,0,1,1,0,0,0,0,0,0
503,0,1,1,0,0,0,0,0,0
504,0,1,1,0,0,0,0,0,0
505,0,1,1,0,0,0,0,0,0
506,1,1,1,0,0,0,0,0,0
507,1,1,1,0,0,0,0,0,0
508,1,1,1,0,0,0,0,0,0
509,1,1,1,0,0,0,0,0,0
510,1,1,1,0,0,0,0,0,0
511,1,1,1,0,0,0,0,0,0
512,1,1,1,0,0,0,0,0,0
513,1,1,1,0,0,0,0,0,0
514,1,1,1,0,0,0,0,0,0
515,1,1,1,0,0,0,0,0,0
516,1,1,1,0,0,0,0,0,0
517,1,1,1,0,0,0,0,0,0
518,1,1,1,0,0,0,0,0,0
519,1,1,1,0,0,0,0,0,0
520,1,1,1,0,0,0,0,0,0
521,1,1,1,0,0,0,0,0,0
522,1,1,1,0,0,0,0,0,0
523,1,1,1,0,0,0,0,0,0
524,1,1,1,0,0,0,0,0,0
525,1,1,1,0,0,0,0,0,0
526,1,1,1,0,0,0,0,0,0
527,1,1,1,0,0,0,0,0,0
528,1,1,1,0,0,0,0,0,0
529,1,1,1,0,0,0,0,0,0
530,1,1,1,0,0,0,0,0,0
531,1,1,1,0,0,0,0,0,0
532,1,1,1,0,0,0,0,0,0
533,1,1,1,0,0,0,0,0,0
534,1,1,1,0,0,0,0,0,0
535,1,1,1,0,0,0,0,0,0
536,1,1,1,0,0,0,0,0,0
537,1,1,1,0,0,0,0,0,0
538,1,1,1,0,0,0,0,0,0
539,1,1,1,0,0,0,0,0,0
540,1,1,1,0,0,0,0,0,0
541,1,1,1,0,0,0,0,0,0
542,1,1,1,0,0,0,0,0,0
543,1,1,1,0,0,0,0,0,0
544,0,1,1,0,0,0,0,0,0
545,0,1,1,0,0,0,0,0,0
546,0,1,1,0,0,0,0,0,0
547,0,1,1,0,0,0,0,0,0
548,0,1,1,0,0,0,0,0,0
549,0,1,1,0,0,0,0,0,0
550,0,1,1,0,0,0,0,0,0
551,0,1,1,0,1,0,0,1,0
552,0,0,1,0,1,0,0,1,0
553,0,0,1,0,1,0,0,1,0
554,0,0,1,0,1,0,0,1,0
555,0,0,1,0,1,0,0,1,0
556,0,0,1,0,1,0,0,1,0
557,0,0,1,0,1,0,0,1,0
558,0,0,1,0,1,0,0,1,0
559,0,0,1,0,1,0,0,1,0
560,0,0,1,0,1,0,0,1,0
561,0,0,1,0,1,0,0,1,0
562,0,0,1,0,1,0,0,1,0
563,0,0,1,0,1,0,0,1,0
564,0,0,1,0,1,0,0,1,0
565,0,0,1,0,1,0,0,1,0
566,0,0,1,0,1,0,0,1,0
567,0,0,1,0,1,0,0,1,0
568,0,0,1,0,1,0,0,1,0
569,0,0,1,0,1,0,0,1,0
570,0,0,1,0,1,0,0,1,0
571,0,0,1,0,1,0,0,1,0
572,1,0,1,0,1,0,0,1,0
573,1,0,1,0,1,0,0,1,0
574,1,0,1,0,1,0,0,1,0
575,1,0,1,0,1,0,0,1,0
576,1,0,1,0,1,0,0,1,0
577,1,0,1,0,1,0,0,1,0
578,1,0,1,0,1,0,0,1,0
579,1,0,1,0,1,0,0,1,0
580,1,0,1,0,1,0,0,1,0
581,1,0,1,0,1,0,0,1,0
582,1,0,1,0,1,0,0,1,0
583,1,0,1,0,1,0,0,1,0
584,1,0,1,0,1,0,0,1,0
585,0,0,1,0,1,0,0,1,0
586,0,0,1,0,1,0,0,1,0
587,0,0,1,0,1,0,0,1,0
588,0,0,1,0,1,0,0,1,0
589,0,0,1,0,1,0,0,1,0
590,0,0,1,0,1,0,0,1,0
591,0,0,1,0,1,0,0,1,0
592,0,0,1,0,1,0,0,1,0
593,0,0,1,0,1,0,0,1,0
594,0,0,1,0,1,0,0,1,0
595,0,0,1,0,1,0,0,1,0
596,0,0,0,0,1,0,0,1,0
597,0,0,0,0,1,1,0,1,1
598,0,0,0,0,1,1,0,1,1
599,0,0,0,0,1,1,0,1,1
600,0,0,0,0,1,1,0,1,1
601,0,0,0,0,1,1,0,1,1
